Date,Open,High,Low,Close,Adj Close,Volume
2018-11-28,11200.549805,11247.150391,11187.799805,11222.849609,11222.849609,944100
2018-11-29,11305.250000,11452.299805,11290.400391,11428.299805,11428.299805,1697200
2018-11-30,11474.299805,11474.299805,11376.400391,11438.799805,11438.799805,1109100
2018-12-03,11503.849609,11517.299805,11388.900391,11428.849609,11428.849609,1217600
2018-12-04,11414.549805,11422.200195,11310.049805,11351.299805,11351.299805,838300
2018-12-05,11302.049805,11340.000000,11272.700195,11316.750000,11316.750000,846200
2018-12-06,11237.750000,11247.150391,11146.799805,11158.849609,11158.849609,771300
2018-12-07,11195.849609,11341.049805,11186.599609,11316.450195,11316.450195,1403600
2018-12-10,11093.450195,11179.900391,11051.000000,11060.950195,11060.950195,1145700
2018-12-11,10875.650391,11103.549805,10837.599609,11081.650391,11081.650391,1492700
2018-12-12,11126.500000,11297.299805,11095.450195,11279.750000,11279.750000,1028300
2018-12-13,11349.450195,11421.049805,11323.599609,11368.099609,11368.099609,1038600
2018-12-14,11373.400391,11399.349609,11296.000000,11327.599609,11327.599609,897600
2018-12-17,11364.750000,11452.799805,11362.750000,11441.900391,11441.900391,785000
2018-12-18,11402.250000,11509.049805,11360.950195,11496.450195,11496.450195,854000
2018-12-19,11522.150391,11631.549805,11520.250000,11616.299805,11616.299805,1031500
2018-12-20,11537.299805,11616.450195,11508.599609,11599.750000,11599.750000,861500
2018-12-21,11601.549805,11632.349609,11397.849609,11439.049805,11439.049805,809800
2018-12-24,11449.799805,11454.700195,11319.150391,11334.450195,11334.450195,765200
2018-12-26,11298.950195,11495.200195,11204.549805,11475.599609,11475.599609,653900
2018-12-27,11563.700195,11583.299805,11446.750000,11459.000000,11459.000000,1166700
2018-12-28,11523.349609,11615.599609,11515.549805,11586.250000,11586.250000,711700
2018-12-31,11646.900391,11655.700195,11568.150391,11585.900391,11585.900391,532600
2019-01-01,11608.549805,11718.000000,11526.750000,11702.049805,11702.049805,513700
2019-01-02,11660.400391,11697.849609,11535.950195,11586.200195,11586.200195,811900
2019-01-03,11590.900391,11602.150391,11447.849609,11458.950195,11458.950195,769100
2019-01-04,11486.099609,11591.700195,11457.700195,11572.450195,11572.450195,763300
2019-01-07,11635.650391,11663.549805,11575.900391,11591.599609,11591.599609,664300
2019-01-08,11600.150391,11646.000000,11527.900391,11635.450195,11635.450195,770400
2019-01-09,11684.950195,11752.150391,11616.000000,11740.750000,11740.750000,845500
2019-01-10,11736.200195,11741.549805,11660.150391,11675.500000,11675.500000,718100
2019-01-11,11694.099609,11734.049805,11629.900391,11690.849609,11690.849609,571900
2019-01-14,11662.250000,11662.500000,11552.000000,11589.900391,11589.900391,522700
2019-01-15,11620.700195,11684.250000,11609.400391,11675.299805,11675.299805,470800
2019-01-16,11670.750000,11719.500000,11638.549805,11653.349609,11653.349609,558000
2019-01-17,11691.900391,11733.450195,11620.500000,11703.549805,11703.549805,771500
2019-01-18,11715.799805,11724.150391,11649.549805,11678.250000,11678.250000,519500
2019-01-21,11689.150391,11744.900391,11632.500000,11717.349609,11717.349609,537600
2019-01-22,11704.799805,11706.950195,11630.799805,11670.099609,11670.099609,676700
2019-01-23,11672.200195,11687.700195,11529.500000,11556.599609,11556.599609,513000
2019-01-24,11567.250000,11579.049805,11504.099609,11545.150391,11545.150391,569500
2019-01-25,11531.200195,11607.750000,11457.250000,11483.599609,11483.599609,638400
2019-01-28,11460.549805,11482.299805,11223.049805,11266.500000,11266.500000,892600
2019-01-29,11249.750000,11289.549805,11148.500000,11224.799805,11224.799805,866500
2019-01-30,11307.049805,11323.900391,11215.150391,11275.200195,11275.200195,1452600
2019-01-31,11315.000000,11465.349609,11273.849609,11456.400391,11456.400391,1997400
2019-02-01,11476.950195,11614.650391,11396.049805,11460.900391,11460.900391,1316600
2019-02-04,11420.150391,11518.849609,11357.049805,11492.650391,11492.650391,655100
2019-02-05,11506.650391,11533.849609,11453.349609,11519.549805,11519.549805,571100
2019-02-06,11542.000000,11620.900391,11536.750000,11610.150391,11610.150391,624500
2019-02-07,11622.150391,11685.150391,11576.150391,11606.500000,11606.500000,650600
2019-02-08,11563.599609,11632.299805,11513.750000,11540.250000,11540.250000,655800
2019-02-11,11524.950195,11531.750000,11467.750000,11488.750000,11488.750000,633600
2019-02-12,11474.200195,11516.549805,11358.599609,11368.799805,11368.799805,721500
2019-02-14,11363.849609,11365.250000,11267.849609,11304.750000,11304.750000,860200
2019-02-15,11315.049805,11320.650391,11138.099609,11213.900391,11213.900391,939800
2019-02-18,11223.700195,11254.450195,11134.599609,11148.250000,11148.250000,611100
2019-02-19,11144.549805,11285.450195,11136.400391,11158.099609,11158.099609,706200
2019-02-20,11207.950195,11299.349609,11187.750000,11287.700195,11287.700195,596400
2019-02-21,11299.650391,11401.650391,11291.250000,11386.799805,11386.799805,711800
2019-02-22,11362.150391,11372.700195,11309.500000,11319.750000,11319.750000,1426600
2019-02-25,11353.900391,11416.900391,11330.450195,11406.700195,11406.700195,747700
2019-02-26,11278.799805,11362.000000,11231.950195,11294.849609,11294.849609,809300
2019-02-27,11352.099609,11398.049805,11188.200195,11234.099609,11234.099609,848200
2019-02-28,11271.049805,11285.099609,11215.500000,11227.400391,11227.400391,1436600
2019-03-01,11284.849609,11330.150391,11266.299805,11308.150391,11308.150391,694400
2019-03-05,11313.500000,11507.200195,11259.250000,11500.549805,11500.549805,913300
2019-03-06,11541.549805,11595.000000,11509.299805,11581.200195,11581.200195,932600
2019-03-07,11603.200195,11634.799805,11533.200195,11613.799805,11613.799805,681800
2019-03-08,11582.849609,11626.849609,11563.349609,11619.599609,11619.599609,808800
2019-03-11,11649.349609,11737.200195,11637.250000,11721.049805,11721.049805,838000
2019-03-12,11807.000000,11909.650391,11793.599609,11895.450195,11895.450195,960900
2019-03-13,11915.549805,12054.000000,11855.750000,12034.150391,12034.150391,1020700
2019-03-14,12102.250000,12116.750000,11992.650391,12027.299805,12027.299805,702200
2019-03-15,12057.849609,12272.049805,12052.849609,12206.400391,12206.400391,1470000
2019-03-18,12265.150391,12372.299805,12196.799805,12269.950195,12269.950195,879000
2019-03-19,12312.599609,12331.799805,12259.250000,12314.849609,12314.849609,953200
2019-03-20,12324.700195,12384.799805,12279.200195,12351.049805,12351.049805,871800
